"316","1081","5","2","","一般に片側で起こる難聴"
"316","1018","3","0","","回転性（vertigo)。一時的で繰り返さないめまい"
"316","1033","3","0","","一時的で繰り返さない嘔気・嘔吐"
"119","1146","5","2","","頻尿（夜間頻尿）、尿意切迫、灼熱感または疼痛を伴った少量の排尿などを含む排尿障害"
"119","1029","4","1","","下腹部痛、側腹部痛、疝痛"
"119","1049","5","2","","恥骨上の疼痛、腰痛を伴う夜間頻尿"
"119","1002","3","0","","軽度の発熱"
"119","1038","4","1","","約30％の患者で肉眼的血尿がみられる"
"247","1002","5","2","",""
"247","1003","5","2","",""
"247","1029","5","2","","側腹部痛、疝痛"
"247","1033","5","2","","悪心および嘔吐"
"120","9999","4","1","","安静に横臥していることができない"
"120","1033","3","0","",""
"120","1038","3","0","","肉眼的血尿、膿尿"
"120","1043","4","1","","特に結石が遠位尿管を通過する際に起こる頻尿と尿意切迫"
"120","1058","5","2","","早朝の腰背部痛が典型"
"246","1010","5","2","",""
"246","1001","5","2","",""
"246","1039","5","2","","泡沫尿"
"246","1007","5","2","","まぶたの腫れ、足のむくみ"
"246","1046","3","0","","陰嚢のむくみ"
"246","1064","3","0","","関節水腫による関節痛"
"246","1008","5","2","","体重増加"
"246","1029","3","0","",""
"246","1032","3","0","",""
"246","1018","3","0","","小児でみられる起立性低血圧"
"246","1014","3","0","","糖尿病患者などの成人でみられる高血圧"
"246","1040","3","0","","排尿量の低下"
"81","1023","5","2","","痰のからんだ咳"
"81","1027","3","1","","急性／慢性。咳・呼吸などで増悪する胸痛"
"81","1002","4","1","","熱が4日以上続く。"
"81","1028","4","1","","息切れ"
"81","1010","3","0","","突然食べなくなる"
"81","1025","3","0","",""
"81","9999","3","0","","高齢者でみられる突然の錯乱"
"182","1067","5","2","","押した時または触れていない時の痛み"
"182","1070","5","2","","涙目"
"182","1069","5","2","","異物が入ったような感覚、眼のかゆみ"
"182","1068","5","2","","眼瞼の縁が赤くなる"
"182","9999","5","2","","炎症部位の化膿"
"189","1002","4","1","","微熱"
"189","1001","3","0","","軽度の倦怠感"
"189","1006","5","2","","後頭舌、耳介後部、および後頸部リンパ節の圧痛を伴う腫脹、小児ではみられないこともある"
"189","1102","5","2","","顔面および頚部から、体幹および四肢へと急速に拡大する発疹、しばしば紅潮を伴う"
"189","1064","3","0","","関節痛、関節の硬直、一過性の関節痛"
"82","1002","5","2","",""
"82","1001","5","2","",""
"82","1023","5","2","","痰の少ない乾いた咳で始まった後、痰や血液が混ざり4週間ほど長引く咳"
"82","1033","2","0","","小児では消化器症状がみられることもある"
"82","1030","2","0","","小児では消化器症状がみられることもある"
"82","1065","2","0","","筋肉痛"
"82","1064","2","0","","関節痛"
"40","1040","5","2","","尿量が減る"
"40","1033","4","1","","吐き気がする"
"40","1014","5","2","",""
"40","1001","5","2","","疲れやすい"
"40","1007","5","2","","むくみ"
"40","1010","5","2","",""
"40","1016","5","2","","貧血症状。病気進行時。"
"317","1018","5","2","","回転性（vertigo)。きっかけなく突然起こり、30分から数時間続く回転性の激しいめまい"
"317","1033","3","0","",""
"317","1164","5","2","",""
"317","1022","3","0","","顔面蒼白"
"317","1028","3","0","","脈が速くなる"
"317","1081","4","1","","難聴や耳の塞がった感覚"
"317","1080","4","1","","耳鳴り"
"551","1027","3","0","","急性発症。心炎の進行による心不全症状の一部。"
"551","1028","3","0","","動悸"
"551","1064","5","2","","急性で発症する多関節炎、関節痛。移動する関節痛。"
"551","1122","4","1","","他症状の消失後にみられる痙攣のような不随意運動（シデナム舞踏病）"
"551","1105","2","0","","皮下にみられる小結節"
"551","1102","2","0","",""
"551","1002","5","2","","急性で発症し、長期間続く高熱"
"537","1006","5","2","",""
"537","1086","4","1","","鼻づまり、口呼吸、いびきが大きい"
"228","1023","5","2","","咳"
"228","1024","3","0","",""
"228","1128","3","0","",""
"228","1114","3","0","","意識障害"
"228","1022","3","0","","顔面蒼白など"
"228","1028","3","0","",""
"228","1033","3","0","",""
"228","1029","3","0","",""
"438","1034","4","1","","嚥下痛、嚥下困難"
"438","1002","4","1","",""
"438","1006","5","2","","頸部リンパ節腫脹"
"438","9999","3","0","","後咽頭壁の片側性隆起"
"438","1024","3","0","",""
"109","1001","5","2","","倦怠感、疲労"
"109","1010","5","2","",""
"109","1002","5","2","","微熱"
"109","9999","5","2","","非特異的な上腹部の不快感"
"109","1035","1","-3","","黄疸はみられない"
"193","1002","5","2","",""
"193","1017","5","2","",""
"193","1086","2","0","","細菌性髄膜炎と比較し鼻感冒は顕著でない"
"193","1019","5","2","","項部硬直"
"107","1034","5","2","","消化不良"
"107","1027","4","1","","慢性・持続する胸痛。食事の後などで増悪。"
"107","1032","3","0","",""
"154","1045","5","2","","飛び出した腸が引っ込まず痛みを伴う（嵌頓）"
"154","1032","4","1","","腹部膨満感"
"154","1049","3","0","","鼠径部の疼痛"
"514","1002","5","2","","通常39℃以上の弛張熱で始まり、最短でも5日続く熱"
"514","1102","5","2","","5日以内に体幹一面に発現する蕁麻疹様、麻疹様、多形紅斑様、または猩紅熱様の発疹が現れる、しばしば会陰部で増強がみられる"
"514","9999","3","0","","冠動脈病変"
"514","1068","5","2","","発熱から1~2日以内に起こる両眼結膜の充血"
"514","1006","5","2","","圧痛を伴う非化膿性の頸部リンパ節腫脹（1個以上の節、大きさ1.5㎝以上）が約50％の患児でみられ、2～12週間またはそれ以上続く。"
"514","1007","5","2","","しばしば緊張して硬く、押してもへこまない浮腫。四肢の末端が赤くなり堅く腫れる（手足の硬性浮腫、膜様落屑）"
"514","1142","5","2","",""
"514","1064","3","0","","主に大関節における関節炎および関節痛が患児の約3分の1でみられる"
"489","1050","5","2","","包皮や周辺にみられる赤みや腫れ、触らなくても感じる痛み、膿"
"489","1146","4","1","","排尿時の痛み"
"386","1146","5","2","","排尿痛、尿道不快感"
"386","1050","5","2","","尿道"
"386","1006","5","2","","咽頭感染による頸部リンパ節腫脹、化膿"
"198","1002","4","1","","新生児・乳児肺炎では通常無熱である、38℃以上の高熱を呈する例はあまり多くない"
"198","1024","5","2","","多呼吸などの呼吸器症状"
"198","1023","5","2","","長期・慢性で続く咳。肺炎に至る場合痰も出る。"
"198","1091","3","0","",""
"198","1086","3","0","","鼻汁"
"198","1094","3","0","",""
"250","1064","4","1","","通常両側性で膝・足関節および手関節に起こる痛み"
"250","1029","4","1","","反復性の激しい腹痛"
"250","1033","3","0","","腹痛に伴う嘔吐"
"250","1036","3","2","","腹痛に伴う血便"
"250","1046","3","0","","疼痛を伴う陰嚢・精巣の腫脹"
"250","9999","3","0","","尿異常"
"297","1002","5","2","","発熱はもっとも顕著な症状であるが、しばしばみられないこともある。"
"297","1064","5","2","","感染した骨・関節に触れた際の痛み、熱感、腫れ。通常小児では脚や腕の骨端部、成人（特に高齢者）では脊椎（椎骨）に感染する。"
"297","1001","5","2","","疲れやすい"
"500","1017","5","2","",""
"500","1002","5","2","",""
"500","1019","5","2","","項部硬直などの髄膜刺激徴候。患者の約半数でケルニッヒ徴候およびブルジンスキー徴候がみられるが、2歳未満の小児では現れないこともある"
"500","1116","3","0","",""
"500","1033","4","1","",""
"500","1128","3","0","","痙攣発作"
"500","1021","3","0","","脳神経異常による顔面麻痺、眼の動きの異常、他の局所神経障害"
"500","1081","2","0","",""
"500","1015","4","1","",""
"192","1002","5","2","","平均38.7℃の高熱"
"192","1030","5","2","","血便を伴うこともある水様便"
"192","1029","5","2","",""
"192","1033","5","2","",""
"540","1010","3","0","",""
"540","1020","5","2","","歯痛、頬部痛、前額痛"
"540","1091","3","0","","扁桃痛"
"540","1086","4","1","","膿性の鼻水、"
"138","1135","5","2","","言葉が話せない、話し始めの遅れ、著しく特異的な言語使用"
"38","1038","5","2","","顕微鏡的血尿または肉眼的血尿、重症例では血の塊がみられる"
"38","1043","5","2","","頻尿・残尿感"
"38","9999","3","0","","男性でみられる亀頭部の放散痛"
"39","1043","5","2","","頻尿、尿意切迫感"
"84","1089","5","2","0","いびき"
"84","1134","5","2","","日中の眠気"
"84","1017","3","0","","朝方の頭痛"
"84","1043","3","0","","夜間頻尿"
"84","1001","5","2","","日中の疲労感・倦怠感"
"139","1033","5","2","","自己誘発性嘔吐、嘔吐に伴う唾液腺の腫脹、歯のエナメル質の溶解"
"139","1130","5","2","","自傷行為、万引き、自殺企図、薬物乱用などの問題行動"
"139","1009","5","2","","意図的な拒食"
"139","1051","3","0","","無月経または月経異常"
"139","1032","4","1","",""
"139","1028","3","0","","徐脈、不整脈"
"139","1121","4","1","",""
"139","1129","4","1","",""
"139","1018","3","0","",""
"490","1101","3","0","",""
"527","1135","5","2","","歩き始めが遅い"
"268","1130","5","2","","鬱陶しい気分が何日も続く、興味・喜びの喪失"
"268","9999","5","2","","周囲に迷惑はかけないが、短時間の睡眠で動き回るなど明らかにハイにみえる軽躁状態"
"548","1135","5","2","","知能や運動の遅れ"
"548","1121","5","2","","筋緊張低下"
"548","1081","3","0","","加齢に伴って起こる聴覚障害"
"548","1076","3","0","","加齢に伴って起こる視覚障害"
"221","1169","5","2","","明らかに腫大した圧痛のない甲状腺、病初期では軟らかく左右対称で平滑である"
"110","1002","5","2","","悪寒・戦慄を伴う間欠的な発熱"
"110","1029","5","2","","右上腹部痛、右季肋部（右の肋骨下）からみぞおち（心窩部）にかけての持続的な痛み"
"110","9999","5","2","","右上腹部の触診時に深く息を吸うと痛みが悪化し、息を吸うことを止めてしまう（マーフィー徴候）"
"110","1055","4","1","",""
"110","1033","4","1","",""
"110","1010","2","0","",""
"298","1064","5","2","","肘の痛み"
"549","9999","3","0","","将来的な妊孕力低下"
"53","1018","5","2","","動揺性めまい（dizziness) / 頭がふわふわする・平衡障害"
"53","1028","5","2","","運動時の動悸、息切れ"
"53","1001","4","1","","疲れやすい"
"53","9999","2","0","","舌炎、口角症、匙状爪"
"53","1034","2","0","","嚥下障害"
"140","1131","5","2","","幻聴などの幻覚、被害妄想などの妄想"
"140","1129","5","2","","焦り、不安、感覚過敏、集中困難、気力の減退"
"140","1010","3","0","",""
"140","1134","3","0","","不眠"
"262","1017","5","2","","起床時にもっとも強く、午前中に徐々に軽快する頭痛"
"262","1033","5","2","","吐き気を伴わず突然噴出するように嘔吐し、その後は何事もなかったかのように食べることができる（放射性嘔吐）"
"262","1128","5","2","",""
"262","1076","5","2","","うっ血乳頭、急激な視力低下、眼鏡で矯正できない視力低下、視野障害"
"262","1018","5","1","","回転性（vertigo)"
"262","1136","5","2","","半身麻痺"
"262","9999","5","2","","半身のしびれ"
"262","1119","5","2","","思っていることが言葉として出ない（運動性失語）、人の声が聞こえるけれど意味が理解できない（感覚性失語）"
"262","1120","5","2","","物が二重に見える"
"262","1081","5","2","","聴力障害"
"262","1021","5","2","","顔面麻痺、顔が左右対称でなくなる、食べ物を口からこぼす"
"262","1115","5","2","","全身痙攣による意識消失"
"22","1033","5","2","",""
"332","1001","5","2","","慢性、"
"332","1002","5","2","","慢性、微熱"
"332","1024","5","2","","慢性、"
"332","1009","5","2","","食欲低下。"
"332","1005","5","2","","寝汗"
"332","1023","5","2","","2週間以上継続する咳および痰"
"332","1025","5","2","",""
"449","1002","5","2","","震えを伴う悪寒がみられることもある突然の高熱、低体温"
"449","1003","5","2","",""
"449","1028","3","0","","心拍および脈拍が速くなる、動悸"
"449","1024","5","2","","悪化に伴い呼吸が速くなり困難となる"
"449","1001","5","2","","強い倦怠感。ぐったり。"
"449","1115","5","2","","認識力の低下から、進むと錯乱などの意識障害"
"449","1022","5","2","","皮膚が青くなる"
"457","1002","5","2","",""
"457","1023","5","2","","喀痰、血痰"
"457","1001","5","2","",""
"457","1027","3","0","","急性／慢性。咳・呼吸などで増悪する胸痛"
"457","1024","4","1","",""
"550","9999","5","2","","陰茎先端の包皮口が狭く、亀頭を完全に露出できない状態"
"550","1042","3","0","","排尿障害"
"165","9999","5","2","","肘の痛み、肘の伸びや曲りが悪くなる、急に動かせなくなる"
"275","1006","5","2","","痛みを伴わない約1.5㎝以上のしこりが首、腋窩、足の付け根などにみられる。"
"275","1002","3","0","",""
"275","1009","5","2","","食欲低下。"
"275","1005","5","2","","顕著な寝汗（寝汗）"
"275","1101","3","0","","身体のかゆみ"
"275","1102","3","0","","皮膚の発疹"
"275","9999","3","0","","さまざまな箇所における痛み"
"230","1029","5","2","","激しい上腹部痛"
"230","1033","4","1","",""
"230","1102","3","0","","アニサキスアレルギーによる蕁麻疹"
"477","1030","5","2","","1日2～3回の粘血を伴う下痢から、しぶり腹を伴う1日20回以上の粘血便までさまざまである。数週程度で増悪寛解を繰り返す。"
"477","1029","5","2","","排便時の下腹部痛、しぶり腹"
"528","1064","5","2","","腫脹、発赤、熱感を伴う激しい関節痛、関節可動域の制限"
"528","1002","3","0","",""
"528","1003","3","0","",""
"378","9999","2","0","","悪性腫瘍が破裂した場合にみられる血圧低下"
"378","1029","3","0","",""
"378","1032","3","0","",""
