"35","脂肪肝","増悪慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","K760","",""
"36","胆嚢結石症（胆石症）","急性","Y","","0","0",".5",".5",".67",".33",".25",".25",".25",".25","K802","",""
"37","腎嚢胞","慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","Q610","","腎嚢胞とは、腎臓にできる球状の袋のことで、中に液体を貯留しています。多くの腎嚢胞は、症状もなく健康に無害です。腎嚢胞は、基本的に何も症状を認めない場合がほとんどです。時々5cm以上の大きさになる場合があり、そうなると腎嚢胞の圧迫で腰部の鈍い痛みが出現する場合があります。"
"38","膀胱炎","急性","Y","","0",".1",".33",".45",".5",".5",".1",".2",".4",".2","N309","",""
"39","過活動膀胱","慢性","Y","","0","0",".71",".3",".5",".5",".3",".3",".1",".3","N328","","過活動膀胱は「急に我慢できないような尿意が起こる」「トイレが近い」「急にトイレに行きたくなり、我慢ができず尿が漏れてしまうことがある」などの症状を示す病気。過活動膀胱症状質問票（OABSS)を利用した問診を行う。"
"40","慢性腎臓病（CKD）","慢性","Y","","0",".1",".33",".6",".5",".5",".25",".25",".25",".25","N289","","腎臓の機能低下が3ヶ月以上続いた状態。自覚症状は少ないが、蛋白尿、尿量の減少、高血圧、浮腫、倦怠感、食欲不振、だるさ、嘔吐などがある。"
"41","急性じんましん","急性突発","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","L509","","アレルギーや特発性により急速に皮膚の一部が腫れ上がる病気。血液中にヒスタミンという物質が作られることにより血管内の水分が外ににじみ出て皮膚が腫れ上がる。7割は原因が特定できない特発性で、一部食べ物や薬剤、植物や蜂などによるアレルギーが原因にもなりえる。"
"42","花粉症","頻回慢性","Y","",".1",".1",".4",".4",".5",".5",".05",".8",".1",".05","EBHM","",""
"43","頸部リンパ節炎","急性慢性","Y","","0","0",".5",".5",".5",".5",".4",".1",".1",".4","L040","","頸部のリンパ節が細菌などが原因により炎症を起こしている病気。多くは上気道炎などのウィルス・細菌によるものだが、結核、あるいは悪性腫瘍転移などが原因となる場合もある。一般細菌の乾癬では、口、咽頭などの先立つ衆生があった後に、しばらくして頸部に痛みのある腫瘤が出てくる。多くは発熱を伴う。"
"44","頭痛","慢性急性","Y","",".1",".1",".4",".4",".33",".67",".3",".3",".1",".3","R51","",""
"45","アルツハイマー型認知症","増悪慢性","Y","","0","0",".25",".75",".5",".5",".25",".25",".25",".25","G309","F009","神経細胞の脱落により認知症を引き起こす病気。物忘れや思考能力の低下を引き起こす。"
"46","ニコチン依存症","慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","F172","",""
"47","不眠症","慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","G470","",""
"48","パニック障害","頻回","N","","0",".33",".33",".33",".5",".5",".25",".25",".25",".25","F410","","不安障害の一種。突然のパニック発作をおこし生活に支障が起こる状態。発作の再発不安（予期不安）、発作が起きた際の助けを求められない状況への不安（広場恐怖）を感じる。"
"49","うつ病","慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","F329","","身体的な原因では判断出来ない抑うつ気分、意識低下などが一定期間持続する病気。症状としては、抑うつ気分、興味の減退、睡眠の異常（目が覚める、眠れない）、食欲の異常、"
"50","2型双極性障害","慢性増悪頻回","N","","0",".33",".33",".33",".5",".5",".25",".25",".25",".25","F318","","一般的に「躁うつ病」と呼ばれる。躁状態と鬱状態を繰り返す"
"51","社会不安障害","慢性増悪","N","","0",".33",".67","0",".5",".5",".25",".25",".25",".25","F401","","人前での食事や発言、社交的な場面で不安、恐怖が強い精神疾患。社交的な振る舞いが求められる部分で不安が強くそのような症状が6ヶ月以上続いている状態。"
"52","白血球減少症","慢性急性","N","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","D70","",""
"53","鉄欠乏性貧血","急性慢性","Y","",".11",".22",".33",".33",".33",".67",".2",".2",".4",".2","D509","",""
"54","擦過傷・挫傷・切創","突発","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","T140","",""
"55","刺虫症","突発","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","T634","",""
"56","骨粗鬆症","慢性増悪","Y","","0","0",".2",".8",".33",".67",".25",".25",".25",".25","M8199","","骨がもろくなっていく病気。ちょっとした衝撃でも骨折しやすくなる。"
"57","肩関節周囲炎","急性","Y","","0","0",".33",".6",".5",".5",".25",".25",".25",".25","M750","","五十肩等と言われる、痛みにより肩を動かすことができなくなる病気。"
"58","腰痛症","慢性","Y","","0","0",".4",".6",".5",".5",".25",".25",".25",".25","M5456","",""
"59","筋筋膜炎","慢性","Y","","0",".2",".4",".4",".5",".5",".25",".25",".25",".25","M7299","","一般にMRI・CTや血液検査において異常を認めないが、肩こりや腰痛として筋肉の痛みが２～３ヶ月以上続く病態である。筋肉を圧迫するとトリガーポイント（筋硬結）があり圧迫痛を生じる。筋硬結は後頭骨・頚部から脊柱・骨盤に出来るため、首～肩周囲筋（僧帽筋・肩甲挙筋・三角筋・菱形筋）と腰背部筋（最長筋・多裂筋・大臀筋・中臀筋）などに痛みを訴えることが多い。性別では３：１の比率で女性に多いとされている。症状としては日常生活での筋肉の疼痛と凝り・疲れやすい・体調不良などの自律神経失調症を伴うこともある。"
"60","関節炎","慢性","Y","","0","0",".4",".6",".5",".5",".4",".1",".1",".4","M1399","",""
"61","ガングリオン","慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","M674","","手首や指の関節の周りに、ゼリー状の液が入った膨らみのこと、及びそのような病気。神経の側に出来ると痛みや痺れが起きる。"
"62","有痛性筋痙攣","突発頻回","Y","","0",".3",".38",".3",".5",".5",".25",".25",".25",".25","R252","","いわゆる「こむらがえり」原因は不明だが、不随意に、下肢おもにふくらはぎが痛みを伴い痙攣を起こす状態。"
"63","皮膚そう痒症","急性慢性","Y","",".1",".2",".21",".4",".5",".5",".25",".25",".25",".25","L299","",""
"64","脂漏性角化症(老人性疣贅）","頻回慢性","Y","","0","0",".17",".8",".5",".5",".25",".25",".25",".25","L82","","皮膚の老化によって生じる疣贅（いぼ）。多くの場合痒みはない。"
"65","尋常性ざ瘡（にきび）","頻回慢性","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","L700","","いわゆるニキビ。顔面や背中などの毛穴で細菌が増殖し炎症を起こしている状態。あかい皮膚の発疹、膿疱など。"
"66","老人性乾皮症","慢性","Y","","0","0",".25",".75",".5",".5",".4",".1",".1",".4","L853","",""
"67","皮脂欠乏性皮疹","慢性","Y","",".25",".25",".24",".25",".5",".5",".4",".1",".1",".4","L853","",""
"68","足白癬","慢性","Y","","0",".18",".36",".45",".5",".5",".1",".3",".5",".1","B353","",""
"69","めまい症","急性突発頻回","Y","",".1",".3",".3",".3",".5",".5",".1",".4",".1",".4","R42","",""
"70","副鼻腔炎","慢性急性","Y","",".25",".25",".25",".25",".5",".5",".4",".1",".1",".4","J329","","細菌感染などによる副鼻腔の炎症。炎症により鼻の粘膜が腫れ、副鼻腔に溜まった膿などが排出出来なくなる。症状が3ヶ月異常続くと慢性副鼻腔炎と診断される。症状としては、膿の混じった鼻水、顔面の痛みや頭痛があり、軽度の発熱や倦怠感がある場合がある。まれに目に及ぶとマブタが腫れたり視力が落ちる眼窩蜂巣炎や、脳に及ぶ髄膜炎を併発することがある。"
"71","アレルギー性鼻炎","頻回慢性急性","Y","",".25",".25",".25",".25",".5",".5",".1",".7",".1",".1","J304","","鼻の粘膜でアレルギー反応が起きた状態。季節性と通年性があり、花粉症もアレルギー性鼻炎に内包される。鼻水、くしゃみなどが起きる。"
"72","アレルギー性結膜炎","急性慢性頻回","Y","",".25",".25",".25",".25",".5",".5",".1",".6",".2",".1","H101","","目の結膜でアレルギー反応がおきて炎症が起きる病気。季節性と通年性があり、眼以外にもくしゃみや鼻水などのアレルギー症状を併発することも多い。"
"73","ヘリコバクター・ピロリ菌感染症","慢性","Y","",".1",".2",".2",".5",".5",".5",".25",".25",".25",".25","A498","","胃の粘膜に感染するヘリコバクター・ピロリ菌に感染している状態。感染すると胃表面の粘膜が薄くなり胃酸によるダメージを受けやすくなる。ピロリ菌感染だけでは症状が出ない場合も多く、慢性胃炎や、胃・十二指腸潰瘍となって症状が出る。"
"74","病原性大腸菌感染症","急性","Y","",".25",".25",".25",".25",".5",".5",".1",".2",".5",".1","A040","","O157をはじめとする腸管出血性大腸菌に汚染された食べ物などの摂取により感染する感染症。汚染された食品や井戸水、生肉（レバー、ユッケ等）などが感染原因となり、夏季に多い。腹痛、下痢、血便が起きる。"
"75","口唇ヘルペス","急性","Y","",".27",".27",".27",".2",".5",".5",".25",".25",".25",".25","B001","","ヘルペスウィルスによる感染症。唇やそのまわりに痒みや不快感が出た後、赤くなり水ぶくれが出来る。水ぶくれはかさぶたのようになり、１週間程度で治る。"
"76","ヘルパンギーナ","急性","Y","",".4",".3",".2",".1",".5",".5",".1",".1",".7",".1","B085","","発熱と、口腔内の水泡性発疹を特徴とした急性ウィルス性咽頭炎。いわゆる夏風邪の代表的疾患。"
"77","手足口病","急性","Y","",".33",".33",".2",".13",".5",".5",".1",".4",".4",".1","B084","",""
"78","アデノウィルス感染症","急性","Y","",".4",".4",".1",".1",".5",".5",".1",".4",".4",".1","B340","",""
"79","EBウィルス（伝染性単核球症）","急性慢性","N","1",".33",".33",".22",".11",".5",".5",".25",".25",".25",".25","B270","",""
"80","伝染性紅斑（りんご病）","急性","Y","",".4",".4",".1",".1",".5",".5",".4",".3",".1",".2","B083","","発熱などの風邪様症状と、顔や腕、足などに赤い発疹が出来る感染症。成人が感染すると症状が重くなることが有り、関節痛が出ることもある。"
"81","肺炎・胸膜炎","慢性","Y","",".25",".25",".25",".25",".5",".5",".4",".1",".1",".4","J189","",""
"82","マイコプラズマ肺炎・気管支炎","急性","Y","",".3",".3",".1",".3",".5",".5",".4",".1",".1",".4","J157","J200","マイコプラズマという細菌による感染症。感染者との濃厚な接触で感染し、学校等での流行等はしない。基礎疾患が無い若い人でも感染しやすい。風邪様症状と、しつこい咳と痰が特徴。"
"83","慢性閉塞性肺疾患","慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","J449","",""
"84","睡眠時無呼吸症候群","慢性","Y","","0",".33",".33",".33",".5",".5",".25",".25",".25",".25","G473","","睡眠中に気道が塞がることにより一時的に呼吸が止まる病気。主な症状としては、いびき、および夜間頻繁に起きる、熟睡できないことによる寝不足、日中の眠気。高血圧、不整脈を引き起こす原因にもなる。"
"85","非結核性抗酸菌症（NTM感染症）","増悪急性慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","A319","","結核菌以外の抗酸菌による感染症で、呼吸器（肺）への感染が多く、稀に皮膚症状を起こすこともある。感染初期は無症状で、経年で徐々に悪化し、症状が出る頃には長い時間が経過していることもある。"
"86","自然気胸","急性","Y","1","0",".1",".8",".1",".8",".2",".25",".25",".25",".25","J931","",""
"87","心臓弁膜症","慢性急性","Y","",".1",".1",".4",".4",".5",".5",".25",".25",".25",".25","I38","","心臓にある弁（僧帽弁・大動脈弁・三尖弁・肺動脈弁）に異常がある病気の総称。血流が悪くなることから心不全を引き起こし、呼吸困難や息苦しさ、顔面や下肢のむくみ、倦怠感、動悸がある。"
"88","安静時狭心症","慢性","Y","","0","0",".3",".7",".5",".5",".4",".1",".1",".4","I208","","安静時に狭心症症状が発生する状態、病気。睡眠中や安静時に突然症状が発生する。胸が締め付けられるような痛み、および息苦しさ、などの症状がある。"
"89","僧帽弁逸脱症候群","慢性急性頻回","Y","","0","0",".33",".7",".33",".67",".25",".25",".25",".25","I341","","収縮期に僧帽弁尖が左房側に膨らむこと。エコー検査等で見つかることも多い。無症候の事も多いが、一定しない胸痛・不整脈・めまいや失神が起きることもある。"
"90","心不全","慢性急性","Y","1","0","0",".4",".6",".5",".5",".4",".1",".1",".4","I509","","心臓の何らかの機能異常により充分に全身に血液を送り出せない状態。心筋梗塞や高血圧などが原因で心臓が弱ってしまっている状態。急性心不全と慢性心不全がある。症状としては、息切れ、疲れやすさ、倦怠感、呼吸困難、足やすねのむくみなどがある。"
"91","起立性低血圧症","急性突発頻回","Y","","0",".33",".33",".33",".5",".5",".2",".4",".2",".2","I951","",""
"92","慢性心房細動","慢性","Y","1","0","0",".5",".5",".5",".5",".4",".1",".1",".4","I48","","不整脈の一種。慢性の心房細動は無症候であることが多い。"
"93","発作性心房細動","急性突発","Y","","0","0",".5",".5",".5",".5",".4",".1",".1",".4","I48","","不整脈の一種。心房が常に動く（ビクビク動く）ことにより、血液を全身に効率的に送れない状態。持続時間により発作性心房細動と、慢性心房細動と分けられる。"
"94","メタボリック・シンドローム","慢性","Y","","0","0",".31",".5",".5",".5",".25",".25",".25",".25","E889","",""
"95","低血糖","急性","N","",".2",".2",".2",".4",".5",".5",".25",".25",".25",".25","E162","","血糖中のブドウ糖が少なくなり意識を失ったり手足を動かしづらくなる状態。"
"96","痛風発作","突発","Y","","0","0",".5",".5",".5",".5",".1",".1",".7",".1","M1099","",""
"97","乳腺炎","急性","Y","","0","0",".8",".2","0","1",".25",".25",".25",".25","N61","",""
"98","高カリウム血症","急性慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","E875","","腎臓の働きが低下することにより、カリウムを体外に排出出来なくなり、血液中のカリウム濃度が高くなることで、細胞の働きが低下する病気。筋力低下、不整脈、悪心、嘔吐、しびれ、などの症状が出る。"
"99","低カリウム血症","慢性急性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","E876","","血液中のカリウムが減ってしまった状態。拒食症やクッシング病、甲状腺機能亢進症などが原因となりうる。カリウム低下により筋肉・消化管・腎臓が障害を受け、筋力低下や悪心嘔吐、便秘、多尿などがおきる。"
"100","甲状腺機能低下症","慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","E039","","甲状腺ホルモンが何らかの原因で低下している状態。先天性、あるいは慢性甲状腺炎（橋本病）、などが原因となり得る。倦怠感とともに便秘、肌荒れ、寒がり、嗄声、言葉のもつれなどがある。"
"101","機能性ディスペプシア","慢性","Y","","0",".25",".38",".3",".5",".5",".25",".25",".25",".25","K30","","胃の痛みや胃もたれなどのつらい症状が続いているにもかかわらず、内視鏡検査などを行っても異常がみつからない病気。主な症状は「つらいと感じる食後のもたれ感」「食事開始後すぐに食べ物で胃が一杯になるように感じて、それ以上食べられなくなる感じ（早期飽満感）」「みぞおちの痛み（心窩部痛；しんかぶつう）」「みぞおちの焼ける感じ（心窩部灼熱感；しんかぶしゃくねつかん）」の4つです。"
"102","消化管粘膜下腫瘍","急性慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","D371","D372","消化管の根膜の下に病変ができる腫瘍の一つ。50〜60歳代に多く、60％は胃に出来る。症状としては、吐き気、胸痛・腹痛、飲み込みにくさ、吐血や下血、貧血、頭痛、などがおきる。"
"103","カンピロバクター感染症","急性","N","",".25",".25",".25",".25",".5",".5",".1",".1",".6",".2","A045","","主に、鶏肉や、井戸水などからのカンピロバクター属の細菌による感染症。細菌性腸炎の中では最多で、発熱（中程度）、下痢、嘔吐が主症状となる。"
"104","胃・十二指腸潰瘍","慢性","Y","",".1",".1",".4",".4",".5",".5",".25",".25",".25",".25","K259","K269",""
"105","急性虫垂炎","急性","N","",".35",".35",".25",".1",".5",".5",".2",".3",".3",".2","K359","",""
"106","虚血性腸炎","急性","Y","1",".1",".1",".4",".4",".5",".5",".25",".25",".25",".25","K550","","腸への血の巡りが悪くなることで、腸に必要な栄養素が届かなくなることで腸が炎症を起こしたり壊死する病気。動脈硬化があるところから便秘などが誘引となって起こると言われている。突然の激しい腹痛、下痢、下血が症状。"
"107","食道裂孔ヘルニア","慢性","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","K449","",""
"108","腸閉塞（イレウス）","急性","Y","1","0",".33",".33",".33",".5",".5",".25",".25",".25",".25","K567","",""
"109","慢性肝炎","慢性","N","",".05",".15",".25",".4",".5",".5",".25",".25",".25",".25","K739","",""
"110","胆嚢炎","慢性","N","",".05",".15",".38",".4",".5",".5",".25",".25",".25",".25","K819","",""
"111","アルコール性肝障害","増悪慢性","N","","0","0",".4",".6",".5",".5",".25",".25",".25",".25","K709","",""
"112","胆汁うっ滞","急性慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","K831","","肝臓、胆管、あるいは膵臓の病気により胆汁の流れが減少、あるいは停止してしまっている状態。黄疸、濃い色の尿、うすい色の便、全身のかゆみが胆汁うっ滞に特徴的な症状です。"
"113","糖尿病性腎症","慢性","N","","0","0",".33",".7",".5",".5",".25",".25",".25",".25","E142","N083","糖尿病により腎臓の機能が低下し腎不全が起きた状態。腎不全における透析導入の原因第一位。初期ではほとんど症状がなく、第3期以降は、むくみ、息切れ、胸苦しさ、食欲不振、膨満感などがある。"
"114","慢性腎不全","慢性","N","","0","0",".4",".6",".5",".5",".25",".25",".25",".25","N189","",""
"115","無症候性蛋白尿","慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","R80","","たんぱく尿や血尿が1年以上続いているが、はっきりした症状が出ず、肝機能の低下しない状態のこと。慢性腎炎症候群との区別が難しく、発病してから5～10年は判別できないとされている。持病がある続発性の無症候性たんぱく尿・血尿症候群の場合は、その病気の症状が現れる。原発性で持病がない場合は、ほとんど自覚症状はない。かぜをひいたときなどに、血尿がみられることもある。"
"116","無症候性血尿","慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","R31","","様々な原因により、他の症状または尿の異常が認められない血尿を引き起こす病気"
"117","腎結石","急性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","N200","","腎臓で結石が出来た状態。"
"118","勃起不全（ED）","慢性","Y","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","F522","",""
"119","尿道炎","急性","Y","",".25",".25",".25",".25","1","0",".25",".25",".25",".25","N342","","細菌感染等により尿道が炎症を起こした状態。クラミジアや淋菌が原因となり得る。強い排尿時の痛み、尿道の腫れ、膿が出る、などの症状がある。"
"120","尿管結石症","急性突発","Y","","0","0",".5",".5",".67",".33",".1",".2",".5",".2","N209","","腎臓などで出来た結石が尿管に降りてきたことで激痛を発生させる尿路結石の一種。腰から下腹部あたりに突然激痛が発生する。痛みは波がある。吐き気や血尿などの症状が出ることもある。水腎症や腎盂腎炎などの原因にもなる。"
"121","前立腺肥大","慢性","Y","","0","0","0","1","1","0",".4",".15",".15",".3","N40","","前立腺が大きくなってしまっている状態。前立腺が肥大したことにより頻尿や残尿感、排尿において腹圧排尿などの症状が出る。症状としては、残尿感や排尿困難などであり、国際前立腺症状スコア（I-PSS)にて診断を行う。"
"122","慢性じんましん","慢性頻回","Y","",".15",".25",".33",".3",".5",".5",".25",".25",".25",".25","L508","","４週間以上続く蕁麻疹。慢性蕁麻疹は、感染、疲労、ストレス、日内変動等が誘因となることがある。"
"123","シェーグレン症候群","慢性","N","","0","0",".5",".5",".09",".91",".25",".25",".25",".25","M350","","自己免疫疾患の一種。涙や唾液の分泌量が減ってドライアイやドライマウスの症状が出る病気。中年女性に多く、他の自己免疫性疾患に合併して起こりやすい。ドライアイやドライマウスに加え、発熱やだるさ、関節痛、リンパ節腫脹などの症状が出ることもある。"
"124","末梢神経障害性疼痛","慢性","N","","0",".2",".4",".4",".5",".5",".25",".25",".25",".25","G64","R521",""
"125","本態性振戦","慢性急性","Y","","0","0",".25",".75",".5",".5",".25",".25",".25",".25","G250","","手や頭などに生じる振戦（ふるえ）のうち、それを引き起こしている明らかな別の病気がなく、原因不明であるもの"
"126","慢性硬膜下血腫","慢性急性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","I620","","硬膜と脳の間に血が血の固まりが出来てしまっている状態。転んで頭をうったのち、数週間〜数カ月後に症状が出ることが多い症状としては、歩行のふらつき、片側の手足の動かしづらさやしびれ、頭痛やしゃべりずらさ、など。"
"127","筋緊張性頭痛","急性慢性","Y","","0",".2",".5",".3",".5",".5",".3",".3",".1",".3","G442","",""
"128","片頭痛","慢性頻回","Y","","0",".2",".36",".2",".5",".5",".25",".25",".25",".25","G439","",""
"129","脳梗塞","突発","Y","1","0","0",".5",".5",".5",".5",".4",".1",".1",".4","I639","","脳の血管の一部が詰まり、その先の脳細胞に血液が行き渡らず障害を受ける病気。アテローム血栓性脳梗塞（首や脳の比較的太い動脈にアテロームがたまり細くなったり詰まったりする）、ラクナ梗塞（脳の深いところの細い血管が詰まる）、心原性脳梗塞（心臓で出来た血栓が脳に運ばれて詰まる）の３種類がある。障害を受けた場所により症状は異なるが、主に神経麻痺、しゃべりずらさ、しびれ、の症状がある。"
"130","てんかん","急性突発","Y","",".4",".3",".1",".2",".5",".5",".25",".25",".25",".25","G409","","脳梗塞や脳内集結などの脳の障害や原因不明な特発性により、全身のこわばりやけいれん、意識混濁、付随運動などが起きる。最も頻度の高い神経疾患の一つ。乳幼児をはじめ発症は比較敵若い人に多く、その一方で、高齢者は腫瘍や脳卒中が原因で起こる場合が多い（高齢者てんかん）"
"131","意識障害","急性突発頻回","Y","",".25",".25",".25",".25",".5",".5",".25",".25",".25",".25","R402","","意識混濁、意識変容に分類される。"
"132","せん妄","頻回急性慢性","N","","0","0",".5",".5",".5",".5",".25",".25",".25",".25","F059","","意識障害が起こり、頭が混乱した状態のこと。何らかの原因で脳の機能が低下し、うまく神経を伝えることが出来なくなっている。興奮状態や暴力などが出ることがある。認知症の位置症状としても発生するが、夜間せん妄などせん妄だけの場合もある。"
"133","境界型パーソナリティ障害","慢性","N","","0",".33",".33",".33",".5",".5",".25",".25",".25",".25","F603b","","気分の波が激しく感情が極めて不安定で、良い･悪いなどを両極端に判定したり、強いイライラ感が抑えきれなくなったりする症状。 ｢境界性｣という言葉は、｢神経症｣と｢統合失調症｣という2つの心の病気の境界にある症状を示すことに由来。解離性障害、対人関係や社会的同一性における不安定さ、感情コントロールの障害、過食、自傷、物質乱用、性依存などの見境のない行動をとることにより、周囲に警戒感、無力感、排除感をもたらす。"
"134","適応障害","増悪慢性","N","","0",".3",".67","0",".5",".5",".25",".25",".25",".25","F432","","はっきりとした社会生活上のストレスを受けて3ヶ月以内に発症するとされ、ストレスに対する反応が過剰になります。気分の落ち込み、不安、焦りから日常生活を送ることが難しくなります。また暴力などの攻撃的な行動をとる可能性も出てきます。"
